ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
91409,37,110.12,2,4074.44,01/12/2019,232,Cancelled,Classic Cars,136,S12_1666,Amica Models & Co.,9128861253,5677 Strong St.,New Bedford,,Canada,Tam,Palle,Small
91410,44,37.0,8,1628.0,05/04/2019,533,Shipped,Planes,118,S12_4473,Euro Shopping Channel,3537127031,636 St Kilda Road,Las Vegas,,France,Nelson,Diego,Small
91411,20,53.31,4,1066.2,30/09/2019,482,Shipped,Classic Cars,117,S12_3380,Mini Auto Werke,8669738883,23 Tsawassen Blvd.,Allentown,,USA,Freyre,Arnold,Medium
91412,20,89.4,5,1788.0,07/05/2019,801,Shipped,Classic Cars,112,S24_1578,"Corrida Auto Replicas, Ltd",7830497035,Berguvsvgen  8,Vancouver,,Japan,Ashworth,Anna,Small
91413,46,115.03,3,5291.38,30/09/2019,481,Shipped,Classic Cars,37,S24_2972,"UK Collectables, Ltd.",7378663819,23 Tsawassen Blvd.,Cowes,,Singapore,Tseng,Jesus,Small
91414,38,87.2,7,3313.6,03/09/2019,3239,Resolved,Ships,62,S18_3782,Mini Gifts Distributors Ltd.,2704556451,"Software Engineering Center, SEC Oy",Barcelona,,USA,Tannamuri,Diego,Small
91415,29,79.91,4,2317.39,21/05/2018,2657,Shipped,Trucks and Buses,100,S18_3259,Suominen Souveniers,6710131472,5677 Strong St.,Madrid,,France,Freyre,Georg,Small
91416,42,39.83,5,1672.86,10/05/2020,193,Shipped,Classic Cars,68,S24_3949,Petit Auto,6052696083,"C/ Moralzarzal, 86",North Sydney,,Finland,Nelson,Jesus,Small
91417,49,85.41,2,4185.09,22/11/2019,2502,Shipped,Trucks and Buses,118,S24_4048,Euro Shopping Channel,1805378780,Vinb'ltet 34,NYC,,France,Tam,Veysel,Medium
91418,49,102.2,7,5007.8,10/12/2019,2627,Shipped,Vintage Cars,68,S24_3949,Salzburg Collectables,1843753158,Village Close - 106 Linden Road Sandown,Melbourne,,Australia,Tannamuri,Henriette,Large
91419,41,72.55,4,2974.5499999999997,16/02/2020,2059,Shipped,Motorcycles,136,S18_3140,Euro Shopping Channel,5816070366,Grenzacherweg 237,Nashua,,Belgium,Petersen,Henriette,Medium
91420,22,89.46,15,1968.12,11/03/2019,2842,Shipped,Vintage Cars,117,S24_2887,Quebec Home Shopping Network,7146130902,636 St Kilda Road,NYC,,USA,Frick,Paul,Small
91421,39,49.06,10,1913.3400000000001,10/05/2020,706,Shipped,Vintage Cars,136,S18_3140,"UK Collectables, Ltd.",5722710993,?kergatan 24,Madrid,,USA,Suominen,Kwai,Medium
91422,46,85.47,14,3931.62,07/09/2019,441,Shipped,Planes,136,S18_3140,Mini Creations Ltd.,5724396316,2793 Furth Circle,Lule,,USA,Lewis,Peter,Small
91423,37,128.8,5,4765.6,30/08/2019,3494,Shipped,Vintage Cars,101,S700_2824,"Double Decker Gift Stores, Ltd",8372426817,Grenzacherweg 237,Burlingame,,USA,Tam,Paul,Medium
91424,37,126.93,1,4696.41,11/02/2018,1576,Shipped,Classic Cars,124,S18_1589,Euro Shopping Channel,3703836500,Smagsloget 45,Dublin,,Finland,Dewey,Peter,Medium
91425,34,139.32,3,4736.88,15/09/2019,1413,Cancelled,Vintage Cars,79,S12_3990,Salzburg Collectables,5648131034,"Software Engineering Center, SEC Oy",Philadelphia,,Germany,Perrier,Diego,Large
91426,23,102.16,10,2349.68,01/07/2018,2181,Shipped,Vintage Cars,97,S24_4258,Collectables For Less Inc.,3068646981,"25, rue Lauriston",Manchester,,Spain,Dewey,Valarie,Medium
91427,24,81.93,1,1966.3200000000002,15/04/2020,1311,Disputed,Classic Cars,81,S50_4713,CAF Imports,3985505321,"67, rue des Cinquante Otages",Lille,,Spain,Victorino,Janine,Small
91428,20,71.25,7,1425.0,23/11/2019,3000,Shipped,Vintage Cars,150,S12_2823,Euro Shopping Channel,3013778090,"Drammen 121, PR 744 Sentrum",Burlingame,,France,Moroni,Valarie,Large
91429,43,119.68,1,5146.240000000001,17/11/2019,1023,Shipped,Trucks and Buses,118,S24_4048,"UK Collectables, Ltd.",5268874846,201 Miller Street,New Bedford,,USA,Tonini,Wendy,Medium
91430,31,93.56,5,2900.36,23/10/2018,199,Resolved,Vintage Cars,76,S24_2000,Heintze Collectables,5644313507,15 McCallum Street - NatWest Center #13-03,NYC,,Canada,Cruz,Pirkko,Medium
91431,44,48.28,8,2124.32,20/11/2018,1843,Shipped,Trucks and Buses,64,S32_3522,"AV Stores, Co.",2871761705,2304 Long Airport Avenue,Marseille,,UK,Ashworth,Kwai,Small
91432,50,62.45,13,3122.5,03/09/2019,1091,On Hold,Trucks and Buses,122,S18_2319,"La Corne D'abondance, Co.",3224388050,4575 Hillside Dr.,San Rafael,,Ireland,Huxley,Eric,Medium
91433,42,92.16,7,3870.72,21/11/2018,2615,Shipped,Ships,85,S24_3191,Mini Gifts Distributors Ltd.,3592173274,Grenzacherweg 237,Manchester,,Spain,Frick,Mary,Medium
91434,21,96.34,2,2023.14,16/04/2018,3150,Shipped,Vintage Cars,102,S18_1342,"Australian Collectables, Ltd",3244738819,1785 First Street,San Rafael,,Spain,Yoshido,Sean,Small
91435,35,77.29,3,2705.15,28/02/2020,2183,Shipped,Planes,61,S24_3371,Gift Ideas Corp.,8650503256,25 Maiden Lane,Boras,,Belgium,Franco,Michael,Medium
91436,39,235.73,5,9193.47,08/08/2018,3492,Shipped,Classic Cars,151,S12_3148,"Blauer See Auto, Co.",8547302752,Geislweg 14,Singapore,,UK,Brown,Eric,Small
91437,20,77.99,5,1559.8,05/11/2018,2191,Shipped,Ships,77,S18_1889,Euro Shopping Channel,6898000402,897 Long Airport Avenue,Boston,,USA,Karttunen,Steve,Medium
91438,50,112.58,12,5629.0,16/10/2019,2324,Shipped,Trains,122,S24_2011,"Classic Gift Ideas, Inc",5454347991,Grenzacherweg 237,London,,Italy,O'Hara,Jeff,Medium
91439,21,58.22,12,1222.62,02/01/2019,2504,Shipped,Ships,136,S10_4757,Collectable Mini Designs Co.,4757984479,897 Long Airport Avenue,Munich,,Singapore,Brown,Jytte,Small
91440,44,80.55,10,3544.2,29/04/2018,1379,Shipped,Ships,127,S18_2325,Muscle Machine Inc,1365016676,Mehrheimerstr. 369,NYC,,USA,Cervantes,Frederique,Medium
91441,29,76.36,3,2214.44,22/04/2020,2035,Shipped,Vintage Cars,54,S72_3212,Mini Classics,3121297162,"25, rue Lauriston",Madrid,,USA,Kuo,Roland,Medium
91442,10,134.27,12,1342.7,28/09/2018,873,Shipped,Classic Cars,214,S10_1949,Euro Shopping Channel,1742866477,?kergatan 24,Philadelphia,,Australia,Nelson,Paul,Small
91443,37,120.42,1,4455.54,12/11/2019,2772,Shipped,Vintage Cars,80,S700_3167,"Dragon Souveniers, Ltd.",2333167719,"24, place Kluber",Salzburg,,USA,Larsson,Marie,Small
91444,27,75.35,3,2034.4499999999998,27/06/2018,496,Shipped,Classic Cars,136,S10_4757,"Corrida Auto Replicas, Ltd",8374810329,"Rambla de Catalu¤a, 23",Versailles,,Australia,Rance,Roland,Small
91445,26,80.99,5,2105.74,01/04/2020,831,Shipped,Motorcycles,132,S18_2870,"La Corne D'abondance, Co.",8003241247,15 McCallum Street - NatWest Center #13-03,Bergamo,,Spain,Shimamura,Sue,Medium
91446,49,78.89,6,3865.61,20/05/2018,2688,Shipped,Motorcycles,132,S18_2870,Euro Shopping Channel,7688521629,"C/ Moralzarzal, 86",Singapore,,Spain,Bennett,Kyung,Medium
91447,46,139.29,3,6407.339999999999,21/11/2018,629,Shipped,Classic Cars,54,S72_3212,Osaka Souveniers Co.,6139163640,"Software Engineering Center, SEC Oy",Boras,,France,Klaeboe,Diego,Medium
91448,48,129.26,1,6204.48,19/02/2019,1196,Shipped,Planes,68,S24_3949,Herkku Gifts,6991462748,"C/ Moralzarzal, 86",Lyon,,Denmark,Ibsen,Pirkko,Small
91449,24,71.47,9,1715.28,14/11/2018,885,Shipped,Vintage Cars,214,S10_1949,Marseille Mini Autos,1756690527,39323 Spinnaker Dr.,San Rafael,,USA,Klaeboe,Giovanni,Small
91450,22,146.65,13,3226.3,14/11/2018,2277,Shipped,Classic Cars,122,S18_2319,Gift Depot Inc.,9284944415,Smagsloget 45,Brisbane,,France,Nelson,Violeta,Small
91451,36,128.53,11,4627.08,07/12/2019,1156,Shipped,Classic Cars,83,S24_3816,"Toys of Finland, Co.",9608822191,Via Monte Bianco 34,New Bedford,,Austria,Suominen,Maria,Medium
91452,34,139.64,1,4747.759999999999,19/07/2019,2573,Shipped,Vintage Cars,118,S700_2834,"Double Decker Gift Stores, Ltd",2832478721,4658 Baden Av.,Bergen,,USA,Yu,Kwai,Small
91453,46,69.36,5,3190.56,04/11/2019,2586,Shipped,Vintage Cars,44,S24_2022,Petit Auto,5112895673,"2, rue du Commerce",Vancouver,,France,Freyre,Valarie,Small
91454,20,169.34,14,3386.8,05/11/2018,858,In Process,Trucks and Buses,115,S12_4675,Mini Gifts Distributors Ltd.,4133043526,7 Allen Street,Chatswood,,Australia,Suominen,Steve,Small
91455,22,72.55,4,1596.1,10/09/2019,2319,Shipped,Motorcycles,96,S32_1268,Marseille Mini Autos,6033762554,Garden House Crowther Way,San Rafael,,Germany,Labrune,Georg,Small
91456,47,93.34,15,4386.9800000000005,09/01/2018,3405,Shipped,Classic Cars,122,S18_2319,"Anna's Decorations, Ltd",3400216060,9408 Furth Circle,Melbourne,,Spain,Henriot,Kalle,Large
91457,36,91.15,3,3281.4,29/11/2019,3125,Shipped,Trucks and Buses,57,S24_1444,"Tokyo Collectables, Ltd",7573610034,567 North Pendale Street,Oslo,,Spain,Koskitalo,Roland,Medium
91458,28,68.71,12,1923.8799999999999,10/07/2018,2002,Shipped,Planes,173,S12_3891,"Saveley & Henriot, Co.",8636862080,Vinb'ltet 34,Munich,,France,Freyre,Dan,Medium
91459,34,95.55,10,3248.7,27/11/2018,1528,Shipped,Classic Cars,68,S24_3949,"Blauer See Auto, Co.",2414111428,"67, rue des Cinquante Otages",Bergen,,Spain,Nelson,Kwai,Small
91460,36,164.0,7,5904.0,14/10/2019,2508,Shipped,Vintage Cars,101,S18_2949,Scandinavian Gift Ideas,3240618665,897 Long Airport Avenue,Brisbane,,France,Sommer,Palle,Medium
91461,28,138.99,7,3891.7200000000003,03/06/2018,1412,Shipped,Vintage Cars,100,S18_3259,Motor Mint Distributors Inc.,4749271874,39323 Spinnaker Dr.,Bergen,,UK,Holz,Marie,Medium
91462,31,85.98,5,2665.38,21/05/2018,2556,Shipped,Trucks and Buses,173,S12_3891,"Dragon Souveniers, Ltd.",5049236194,Erling Skakkes gate 78,Madrid,,Spain,Suominen,Elizabeth,Medium
91463,26,84.75,1,2203.5,29/04/2018,925,Shipped,Vintage Cars,54,S32_2509,Motor Mint Distributors Inc.,6338828991,"12, rue des Bouchers",Manchester,,Norway,Yu,Juri,Medium
91464,25,132.0,4,3300.0,12/11/2019,1361,Shipped,Trucks and Buses,69,S24_2360,Danish Wholesale Imports,3157177690,2304 Long Airport Avenue,Pasadena,,Australia,Saveley,Kalle,Medium
91465,48,155.13,4,7446.24,20/11/2018,395,Shipped,Trains,122,S18_2319,Super Scale Inc.,3319414006,Mehrheimerstr. 369,Singapore,,Denmark,Moroni,Christina,Small
91466,32,63.07,4,2018.24,29/01/2018,3026,Shipped,Planes,97,S24_4258,Land of Toys Inc.,1535185099,"Monitor Money Building, 815 Pacific Hwy",San Rafael,,Spain,Freyre,Roland,Medium
91467,28,69.2,9,1937.6000000000001,19/02/2019,2841,Shipped,Classic Cars,68,S32_4289,"Royal Canadian Collectables, Ltd.",9558434180,Via Monte Bianco 34,Gensve,,Spain,Nelson,Eduardo,Small
91468,29,62.16,5,1802.6399999999999,28/05/2018,655,Shipped,Planes,115,S50_1392,The Sharp Gifts Warehouse,5335345665,5677 Strong St.,London,,Australia,Hardy,Julie,Small
91469,24,33.23,2,797.52,01/09/2019,900,Shipped,Classic Cars,136,S10_4757,The Sharp Gifts Warehouse,2381262004,15 McCallum Street - NatWest Center #13-03,Montreal,,France,Bertrand,Mory,Small
91470,48,107.25,4,5148.0,02/04/2019,3505,Shipped,Classic Cars,68,S32_4289,Online Diecast Creations Co.,9293327481,7 Allen Street,London,,USA,Nelson,Adrian,Small
91471,44,138.45,7,6091.799999999999,21/10/2019,3352,Shipped,Classic Cars,79,S12_3990,Amica Models & Co.,9814250450,"Drammensveien 126 A, PB 744 Sentrum",Cambridge,,USA,Nelson,Juri,Small
91472,30,85.41,3,2562.2999999999997,15/10/2019,594,Shipped,Vintage Cars,68,S24_3949,Euro Shopping Channel,6912773093,7 Allen Street,NYC,,Australia,Dewey,Allen,Small
91473,38,76.22,1,2896.36,23/04/2020,2431,Shipped,Ships,141,S18_3685,Gifts4AllAges.com,9137386470,23 Tsawassen Blvd.,Glendale,,France,Ashworth,Paul,Medium
91474,32,91.55,7,2929.6,28/03/2020,2962,Shipped,Classic Cars,96,S32_1268,Muscle Machine Inc,6958050137,"2, rue du Commerce",London,,USA,Thompson,Diego,Medium
91475,35,137.29,1,4805.15,29/04/2018,3003,Shipped,Motorcycles,92,S18_4409,Osaka Souveniers Co.,4572709850,"Merchants House, 27-30 Merchant's Quay",Madrid,,USA,Natividad,Jan,Small
91476,46,122.21,4,5621.66,13/04/2019,241,Shipped,Planes,44,S24_2022,Land of Toys Inc.,5013310033,"24, place Kluber",Dublin,,France,Holz,Diego,Medium
91477,38,64.0,16,2432.0,07/09/2019,1522,Shipped,Vintage Cars,101,S700_2824,Mini Gifts Distributors Ltd.,5868594139,7 Allen Street,Madrid,,UK,Freyre,Michael,Medium
91478,38,137.06,3,5208.28,11/10/2019,2597,Shipped,Classic Cars,147,S10_4962,Collectable Mini Designs Co.,7734584100,Torikatu 38,Barcelona,,Italy,Young,Mary,Medium
91479,31,240.02,4,7440.62,09/02/2020,2396,Shipped,Classic Cars,118,S700_2834,L'ordine Souveniers,5704855141,Garden House Crowther Way,Philadelphia,,Germany,Huxley,Rosa,Small
91480,43,97.44,8,4189.92,18/02/2019,3510,On Hold,Motorcycles,37,S24_2972,Land of Toys Inc.,3969953569,Via Ludovico il Moro 22,Madrid,,Australia,Pipps,Juri,Medium
91481,44,192.38,3,8464.72,16/10/2019,1821,Shipped,Planes,95,S10_1678,Auto Canal Petit,2753793683,567 North Pendale Street,New Bedford,,Austria,Hirano,Janine,Medium
91482,43,129.98,2,5589.139999999999,12/11/2018,3469,Shipped,Planes,88,S24_3151,Mini Classics,3612290184,"C/ Moralzarzal, 86",Paris,,Denmark,Klaeboe,Janine,Large
91483,24,73.17,8,1756.08,20/11/2018,598,Shipped,Classic Cars,116,S18_1097,FunGiftIdeas.com,7455081422,7586 Pompton St.,Koln,,France,Nelson,Victoria,Medium
91484,29,72.58,4,2104.82,10/08/2018,970,Shipped,Classic Cars,80,S700_3167,Mini Gifts Distributors Ltd.,8307873123,5677 Strong St.,Boston,,Australia,Freyre,Valarie,Small
91485,43,127.73,6,5492.39,25/11/2018,3051,Shipped,Vintage Cars,90,S24_2766,Mini Gifts Distributors Ltd.,7340731412,Vinb'ltet 34,Paris,,USA,Nelson,William,Small
91486,29,55.07,2,1597.03,05/01/2020,3557,Shipped,Vintage Cars,60,S18_2248,Auto Assoc. & Cie.,1612324477,3758 North Pendale Street,Cambridge,,USA,Klaeboe,Allen,Medium
91487,30,69.16,3,2074.7999999999997,01/11/2019,2969,On Hold,Motorcycles,127,S18_2325,"Anna's Decorations, Ltd",4133003207,Village Close - 106 Linden Road Sandown,Torino,,USA,Lewis,Maurizio,Small
91488,31,68.78,6,2132.18,22/10/2018,3311,Shipped,Motorcycles,168,S18_2795,Collectables For Less Inc.,8710853390,7 Allen Street,Oslo,,France,King,Diego,Medium
91489,31,240.02,2,7440.62,30/03/2020,3437,Shipped,Motorcycles,66,S700_1138,Diecast Classics Inc.,3161195262,Via Ludovico il Moro 22,Oulu,,USA,Fresnisre,Diego,Small
91490,64,210.14,14,13448.96,01/08/2018,3513,On Hold,Classic Cars,53,S18_1367,Heintze Collectables,9113817844,39323 Spinnaker Dr.,Paris,,France,Frick,Sean,Medium
91491,44,114.92,3,5056.4800000000005,09/01/2018,2744,Shipped,Trucks and Buses,136,S18_3140,Euro Shopping Channel,2070019841,Geislweg 14,Singapore,,Italy,Labrune,Diego,Small
91492,46,73.6,2,3385.6,13/11/2018,1790,Shipped,Ships,91,S700_1691,Amica Models & Co.,1669850247,27 rue du Colonel Pierre Avia,Lyon,,USA,Yu,Violeta,Small
91493,34,87.54,6,2976.36,24/11/2019,2386,Shipped,Motorcycles,143,S18_4027,Collectables For Less Inc.,1309589738,7825 Douglas Av.,Singapore,,USA,Benitez,Palle,Medium
91494,32,155.25,17,4968.0,17/12/2019,2890,Shipped,Classic Cars,61,S24_3371,Gift Depot Inc.,3537406674,"C/ Moralzarzal, 86",Toulouse,,USA,Yoshido,Roland,Small
91495,25,36.07,11,901.75,09/09/2019,1670,Shipped,Classic Cars,105,S18_3856,Mini Caravy,6517804073,"C/ Moralzarzal, 86",Bruxelles,,USA,Freyre,Matti,Medium
91496,24,156.86,8,3764.6400000000003,21/10/2019,1020,Shipped,Classic Cars,122,S18_2319,"La Corne D'abondance, Co.",4262513154,"C/ Moralzarzal, 86",Salzburg,,USA,Nelson,Anna,Medium
91497,36,134.64,13,4847.039999999999,30/03/2020,2331,Shipped,Trucks and Buses,173,S12_3891,Diecast Collectables,8811670359,"C/ Moralzarzal, 86",Melbourne,,Germany,Freyre,Jeff,Small
91498,45,154.44,10,6949.8,16/02/2020,1886,Shipped,Ships,64,S32_3522,Gift Ideas Corp.,3531475696,"265, boulevard Charonne",San Rafael,,Switzerland,Freyre,Valarie,Small
91499,35,106.23,13,3718.05,22/10/2018,1892,Shipped,Planes,136,S12_1666,"Dragon Souveniers, Ltd.",5406257748,Via Ludovico il Moro 22,Charleroi,,Canada,Hirano,Valarie,Small
91500,46,101.38,2,4663.48,20/07/2019,174,Shipped,Vintage Cars,99,S700_3962,Online Diecast Creations Co.,3299183582,2678 Kingston Rd.,New Bedford,,France,Suominen,Valarie,Small
91501,45,82.99,3,3734.5499999999997,05/05/2019,1034,Shipped,Vintage Cars,90,S24_2766,"Norway Gifts By Mail, Co.",6326537220,"67, avenue de l'Europe",Chatswood,,USA,Freyre,Sue,Medium
91502,48,98.06,5,4706.88,14/10/2019,3496,Shipped,Classic Cars,97,S24_4258,Land of Toys Inc.,1982140535,Strada Provinciale 124,Melbourne,,UK,Saavedra,Akiko,Small
91503,29,91.37,1,2649.73,31/01/2020,1097,Shipped,Vintage Cars,44,S24_2022,Baane Mini Imports,8935768149,Keskuskatu 45,Lyon,,USA,Rovelli,Thomas,Medium
91504,41,73.02,7,2993.8199999999997,05/11/2018,2183,Shipped,Vintage Cars,90,S700_2047,"Volvo Model Replicas, Co",5448172072,35 King George,Aaarhus,,Spain,Frick,Yoshi,Medium
91505,41,95.7,8,3923.7000000000003,12/01/2020,2989,Shipped,Planes,80,S24_4620,"Royal Canadian Collectables, Ltd.",5043737850,897 Long Airport Avenue,NYC,,France,Rovelli,Michael,Medium
91506,20,85.1,8,1702.0,05/04/2019,2869,Shipped,Classic Cars,41,S24_3969,Tekni Collectables Inc.,1809474655,Fauntleroy Circus,New Haven,,USA,Moroni,Valarie,Large
91507,21,140.55,14,2951.55,01/09/2019,43,Shipped,Classic Cars,85,S24_3191,Euro Shopping Channel,4819681939,31 Duncan St. West End,Boras,,France,Henriot,Jytte,Small
91508,23,148.24,8,3409.5200000000004,22/02/2020,2706,Shipped,Classic Cars,102,S32_4485,Tekni Collectables Inc.,9933812503,"Merchants House, 27-30 Merchant's Quay",Osaka,,Spain,Freyre,Eric,Medium
91509,37,160.22,7,5928.14,21/11/2019,1315,Shipped,Classic Cars,148,S18_4721,Online Diecast Creations Co.,8741871372,3086 Ingle Ln.,Manchester,,Spain,Hernandez,Veysel,Medium
91510,50,91.4,13,4570.0,30/03/2020,2049,Shipped,Vintage Cars,72,S24_4278,Salzburg Collectables,8167329791,7586 Pompton St.,Oulu,,Sweden,Freyre,Janine,Small
91511,22,114.3,11,2514.6,04/03/2020,3146,Shipped,Planes,77,S18_1889,"Toms Spezialitten, Ltd",6100910706,5290 North Pendale Street,Salzburg,,USA,Benitez,Jonas,Medium
91512,30,41.71,4,1251.3,24/11/2019,400,Shipped,Vintage Cars,83,S24_3816,Auto Canal Petit,6707025758,782 First Street,New Bedford,,USA,Thompson,Rosa,Small
91513,37,66.29,4,2452.73,03/12/2019,2890,Shipped,Trucks and Buses,60,S18_2625,"Corrida Auto Replicas, Ltd",2811045584,7476 Moss Rd.,San Diego,,USA,Freyre,Georg,Medium
91514,25,78.11,8,1952.75,22/10/2019,1219,Shipped,Classic Cars,90,S24_2766,Souveniers And Things Co.,4346561842,3675 Furth Circle,Singapore,,France,Fresnisre,Akiko,Medium
91515,27,107.65,3,2906.55,19/08/2019,2931,Shipped,Motorcycles,214,S10_1949,Quebec Home Shopping Network,1417819998,3086 Ingle Ln.,Madrid,,USA,Lincoln,Steve,Medium
91516,37,63.85,8,2362.4500000000003,20/03/2019,685,Shipped,Planes,146,S18_3482,Collectables For Less Inc.,9918390519,43 rue St. Laurent,Bridgewater,,USA,Hirano,Kwai,Medium
91517,47,87.96,5,4134.12,09/09/2019,175,Shipped,Vintage Cars,41,S24_3969,Rovelli Gifts,2397251622,361 Furth Circle,Lyon,,USA,Labrune,Francisca,Medium
91518,21,123.01,3,2583.21,26/02/2019,1966,Shipped,Vintage Cars,101,S700_2824,Motor Mint Distributors Inc.,5564882497,4575 Hillside Dr.,Glendale,,Australia,Yu,Jeff,Small
91519,31,88.45,3,2741.9500000000003,02/10/2018,2984,Shipped,Trucks and Buses,193,S10_4698,Motor Mint Distributors Inc.,2215813499,Berkeley Gardens 12  Brewery,Madrid,,Italy,King,Diego,Medium
91520,44,54.33,4,2390.52,09/02/2020,3431,Shipped,Classic Cars,91,S700_1691,Toys4GrownUps.com,8952035929,11328 Douglas Av.,San Rafael,,Finland,Saavedra,Julie,Medium
91521,26,105.69,3,2747.94,21/07/2019,456,Shipped,Planes,117,S12_3380,Euro Shopping Channel,7778356877,78934 Hillside Dr.,Oulu,,USA,Victorino,Valarie,Small
91522,19,91.34,2,1735.46,19/09/2018,1112,Shipped,Planes,54,S72_3212,"AV Stores, Co.",4084348162,"Monitor Money Building, 815 Pacific Hwy",Kobenhavn,,USA,Lincoln,Yoshi,Small
91523,27,42.26,2,1141.02,18/03/2018,1816,Shipped,Motorcycles,83,S24_3816,Euro Shopping Channel,5012087645,25 Maiden Lane,Boston,,USA,Fresnisre,Catherine,Medium
91524,46,60.76,2,2794.96,25/09/2018,961,Shipped,Classic Cars,118,S24_4048,Mini Gifts Distributors Ltd.,6498041380,Smagsloget 45,Tsawassen,,USA,Yu,Diego,Small
91525,20,66.67,5,1333.4,21/10/2019,3513,Shipped,Classic Cars,116,S18_1097,Mini Gifts Distributors Ltd.,3814058781,2440 Pompton St.,Marseille,,Australia,Benitez,Valarie,Medium
91526,44,146.2,8,6432.799999999999,27/08/2019,1031,Shipped,Vintage Cars,72,S700_2610,Muscle Machine Inc,3948605321,43 rue St. Laurent,White Plains,,Italy,Saveley,Steve,Medium
91527,20,71.81,8,1436.2,26/01/2020,2092,Shipped,Ships,101,S18_2949,"Vida Sport, Ltd",9699738350,59 rue de l'Abbaye,Oulu,,USA,Pipps,Sue,Medium
91528,32,62.47,2,1999.04,11/05/2019,1720,Shipped,Classic Cars,116,S18_1097,La Rochelle Gifts,2929138481,7 Allen Street,Espoo,,Spain,Freyre,Eric,Small
91529,43,53.83,3,2314.69,03/11/2019,2433,Shipped,Classic Cars,37,S24_2972,Salzburg Collectables,3189539278,"C/ Moralzarzal, 86",Vancouver,,USA,Accorti,Valarie,Medium
91530,26,90.15,10,2343.9,09/11/2019,2256,In Process,Planes,104,S18_3136,La Rochelle Gifts,1758904764,"Drammensveien 126 A, PB 744 Sentrum",San Rafael,,Finland,King,Sue,Medium
91531,29,42.26,2,1225.54,19/02/2019,119,Shipped,Trucks and Buses,104,S18_3136,La Rochelle Gifts,4500301020,Mehrheimerstr. 369,North Sydney,,USA,Freyre,Matti,Large
91532,50,97.17,6,4858.5,21/11/2018,2508,Shipped,Vintage Cars,72,S700_2610,Mini Gifts Distributors Ltd.,5644663623,Vinb'ltet 34,New Haven,,Italy,Klaeboe,Mary,Small
91533,49,79.98,1,3919.02,10/08/2018,1165,Shipped,Classic Cars,142,S18_1984,giftsbymail.co.uk,3340341595,Erling Skakkes gate 78,San Rafael,,France,Shimamura,Valarie,Small
91534,21,89.53,8,1880.13,08/09/2019,2644,Shipped,Classic Cars,109,S24_1785,Euro Shopping Channel,1206492953,3758 North Pendale Street,Boras,,USA,Freyre,Sue,Large
91535,20,57.61,8,1152.2,21/11/2019,2552,Shipped,Vintage Cars,207,S12_1108,Mini Gifts Distributors Ltd.,3996598083,897 Long Airport Avenue,Burlingame,,France,Bennett,Victoria,Medium
91536,42,105.69,16,4438.98,26/01/2020,3135,In Process,Motorcycles,146,S18_3482,Euro Shopping Channel,9677166138,567 North Pendale Street,Burlingame,,USA,Lincoln,Maria,Small
91537,22,43.05,6,947.0999999999999,07/05/2018,1874,In Process,Planes,80,S700_3167,Heintze Collectables,6204760436,"C/ Moralzarzal, 86",Burlingame,,USA,Berglund,Julie,Medium
91538,36,76.0,11,2736.0,02/03/2020,1756,Shipped,Trucks and Buses,146,S18_3482,Euro Shopping Channel,3133196747,15 McCallum Street - NatWest Center #13-03,Nashua,,Germany,Oeztan,Maurizio,Medium
91539,18,41.02,5,738.36,03/04/2020,2842,In Process,Vintage Cars,83,S24_3816,Euro Shopping Channel,7064297618,?kergatan 24,Brisbane,,Austria,Thompson,Diego,Medium
91540,49,72.65,10,3559.8500000000004,08/05/2018,1793,Shipped,Vintage Cars,136,S12_1666,Scandinavian Gift Ideas,2020146832,?kergatan 24,Lille,,France,Nelson,Leslie,Medium
91541,22,69.28,1,1524.16,26/11/2018,3264,Shipped,Motorcycles,127,S18_2325,Euro Shopping Channel,9592196257,2793 Furth Circle,Madrid,,USA,Freyre,Anna,Medium
91542,37,197.44,6,7305.28,03/05/2020,2123,Shipped,Planes,49,S72_1253,The Sharp Gifts Warehouse,5253964015,11328 Douglas Av.,London,,Singapore,Freyre,Steve,Small
91543,33,35.18,1,1160.94,17/11/2019,2555,Shipped,Classic Cars,127,S24_2300,"Tokyo Collectables, Ltd",7432965231,7586 Pompton St.,NYC,,France,Perrier,Jonas,Small
91544,42,75.48,1,3170.1600000000003,20/01/2020,3498,Shipped,Classic Cars,147,S10_4962,"Double Decker Gift Stores, Ltd",3881228774,5677 Strong St.,White Plains,,Italy,Brown,Maria,Small
91545,37,163.88,7,6063.5599999999995,23/01/2020,2518,Shipped,Vintage Cars,118,S10_2016,Collectable Mini Designs Co.,8396600353,Garden House Crowther Way,Allentown,,Austria,Natividad,Kee,Medium
91546,42,140.75,8,5911.5,04/10/2018,1503,Cancelled,Motorcycles,96,S32_1268,Collectables For Less Inc.,8587628159,1900 Oak St.,Boras,,Spain,Yu,Mart¡n,Medium
91547,31,106.87,2,3312.9700000000003,13/11/2018,1786,Shipped,Ships,66,S700_1138,Mini Gifts Distributors Ltd.,2180699987,1785 First Street,Singapore,,France,Thompson,Jeff,Small
